miRNA,Target / Target pathway,Support,Source,Experiment(s),Reference - PMID,,
hsa-miR-16-5p,UHRF2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF385B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAP3K12,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,USP34,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NUDT3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ACLY,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MEIS2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CAMK2N1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ATP2B2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,HIPK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TMEM87A,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PPP6C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MYH10,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,WDFY3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZDHHC17,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SLC10A7,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SIAH1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CALU,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CTNND2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CHD9,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,VWA8,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MINDY2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MAPK4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ITSN1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SOBP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,WNT2B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,OLR1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NBEA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NOL4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CMPK1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF614,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TBC1D10B,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZNF462,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ZDHHC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,UBE2Z,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SERPINE1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SYNCRIP,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,CACNB2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,TXLNG,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,NFATC3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SYNRG,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,RGL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,ERC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SNX13,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PHF20L1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,KIF1C,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,MED1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PIGH,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GDA,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,AHCYL1,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,COPS2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,SEL1L3,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PLXDC2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,USP42,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,GABRG2,V,MultiMiTar,N/A,N/A,,
hsa-miR-16-5p,FBXO21,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,PAPPA,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,LUZP1,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,NAA25,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,UBN2,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,NUP50,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,CDC25A,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,GABBR1,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,UBXN10,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,BHLHE41,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,PAFAH1B1,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,DEDD,V,PACCMIT,N/A,N/A,,
hsa-miR-16-5p,KCNJ2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PAFAH1B1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PAPPA,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,USP15,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SLC12A2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,MYB,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SNTB2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,OGT,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,FGF7,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,GREB1L,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BHLHE41,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PLAG1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CPEB2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CSNK1G1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,EDA,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CCND2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,STXBP3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PPM1E,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,NFE2L1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PPP6C,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,NRP2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ADAMTS5,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,LRP6,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,UBR3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,WSB1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RBBP6,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PLXNA2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SLC2A14,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CTDSPL,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,DYRK1A,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RAB10,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SMURF2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SLC4A4,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,QKI,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BACE2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,C16orf72,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,COPS2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,EFNB2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,HSPA4L,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PCDHAC1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CCNT2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ZCCHC2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RNF111,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,C1orf21,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BPTF,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BCL9,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BDNF,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SOX5,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,E2F3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,NFATC3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,BACH2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,MIPOL1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PLEKHA1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SOBP,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CHD9,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CMPK1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,YWHAQ,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PPP2R5C,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PIM1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,LAMC1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,MAP2K4,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,HECTD1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,TSC22D2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,PCDH9,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SERBP1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CREBRF,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,NLGN1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,WDR47,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CDK5R1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RASSF5,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,CCNYL1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SIAH1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,EIF4E,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,SIPA1L2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ATP13A3,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ELL2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,KANK1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ERC2,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RUNX1T1,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ARID1A,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,ARHGAP20,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,NAA25,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,E2F7,V,PicTar,N/A,N/A,,
hsa-miR-16-5p,RNF111,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CHST3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SMAD5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,EDA,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CPEB2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SYPL1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,HAUS3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PDP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MYBL1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CEMIP,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CLCN3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CLCN5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAPH1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,OCRL,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PDK4,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RSBN1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NTRK2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ARHGAP20,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RASSF5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CHD2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,VPS13D,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TMEM255A,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RBSN,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PPP3CB,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ICMT,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAB3IP,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,UNC5D,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TMCC1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RUNX1T1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAD23B,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,LUZP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BDNF,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TET3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,GRPR,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BTAF1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PLXNA2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SLC38A9,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,REEP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,WWC1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZC3H11A,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,YAP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RBM12,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZNRF2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NFASC,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KCNMA1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NAA25,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BCL11B,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,JRK,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MOB3B,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZCCHC2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ACTR2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CDK5R1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SEL1L3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ANKRD46,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SLC5A3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAPGEFL1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,JADE2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RACGAP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PLEKHA1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CENPN,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BZW1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ADAMTS5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,EXOC5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,AP3M1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,VEGFA,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZKSCAN8,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TTPAL,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,FGF7,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MAP3K3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RCOR1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,E2F7,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KMT2C,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PLAGL1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KMT2B,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KMT2D,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SLC2A3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KCNK5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SLC1A2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BHLHE41,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KALRN,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BRWD1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TRIM35,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MAFK,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KHNYN,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,EYA4,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,GALC,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NUP50,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CREBL2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MASP1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,YOD1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SYNDIG1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,E2F3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,THAP6,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZNF609,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,THAP2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SHROOM4,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,AMER1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ATP7A,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ASTN1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZBTB41,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CCDC6,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,HMGA1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,BCL2L2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CTDSPL,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,DCBLD2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAB10,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,GALNT7,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SARM1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,IHH,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ABI2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RYBP,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,QKI,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ADCY1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CCND2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,SMARCD2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PRPF38A,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,LSM11,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,UNC13A,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ENTPD1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MYB,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PPP2R5C,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,FBXO21,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,CD40,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,TPM3,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PRRC2C,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RAP1GAP2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,VSIR,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NF1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KIAA1456,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,UBN2,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,RNF165,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PCGF5,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,NFS1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,PPP1R12B,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,VWA8,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,DDX3Y,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,DDX3X,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ZDHHC22,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,KATNAL1,V,TargetRank,N/A,N/A,,
hsa-miR-16-5p,ARPP19,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ASH1L,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ARL2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,BZW1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CCNT2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CDK5R1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,EPHA7,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,DDX3Y,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,HMGA1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,IPO7,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,IARS,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,IHH,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,MIPOL1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PLEKHA1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PDK4,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,QKI,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,RAD23B,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,RBBP6,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SLC9A6,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SLC2A3,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SOBP,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,TMEM255A,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,USP42,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ZCCHC3,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ZNF362,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,AP2A1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,C16orf72,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,COPS2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CMPK1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,DMTF1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,E2F3,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,DPY19L4,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,FAM135A,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,FBXO21,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,FGF7,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,FZD6,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,GALNT1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,GRAMD2B,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,HELZ,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,HSPA4L,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,KCNJ2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,KANK1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PPP6C,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PIM1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PRDM4,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,RNF125,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SPTLC1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SMURF2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,TMEM178B,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,TSC22D2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,YAP1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,YWHAQ,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,B4GALT1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CCNYL1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ACTR2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ACVR2B,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,AKT3,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CEP55,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CPEB2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,E2F7,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,HECTD1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,IST1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,LHX1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,MYBL1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PAFAH1B1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PCDHAC1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PLAG1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,PPP2R5C,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SEMA6D,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,RUNX1T1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SIAH1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SRSF11,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SSR1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SYNDIG1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,VMA21,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,UBE2V1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ANXA11,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,C1orf21,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,BTAF1,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,ARL3,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,BDNF,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CAPZA2,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,CDK17,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,MAFK,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,MYB,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,MOB4,V,TargetScan,N/A,N/A,,
hsa-miR-16-5p,SLC2A14,V,TargetScan,N/A,N/A,,
